"Term","Class Nbr","Section","Subject","Catalog","Descr","Component","Course ID","Survey ID"
"1073","6097","1","GECS"," 170A","VIENNESE MODRN:1890-1938","SEM","003055","726581779"
"1063","6044","3","ECON","   8B","THE GLOBAL ECONOMY","LEC","001960","726581779"
"1063","5684","1","GECS"," 185B","CONTEMP. GERMAN FICTION","LEC","003062","726581779"
"1063","5650","2","GER","  10A","BEGINNING GERMAN","LEC","003078","726581779"
"1073","5151","2","GER","  30A","INTERMEDIATE GERMAN","LEC","003113","726581779"
"1073","5123","1","ECS"," 100A","ECS PROSEMINAR: MODERNISM","SEM","001973","726581779"
"1133","10110","1","FA"," 178A","FRIDA KAHLO ART LIFE LEGACY","LEC","012650","726581779"
"1133","6182","1","PSYC","  31A","PERSONALITY","LEC","007566","726581779"
"1133","6048","1","ENVS","   2A","FUNDAMENTALS ENVIRON. CHALLENG","LEC","012499","726581779"
"1133","4160","1","PSYC","  33A","DEVELOPMENTAL PSYCHOLOGY","LEC","007570","726581779"
"1141","8236","1","SOC"," 132B","SOC PERSPECTIVES PARENTING","SEM","007865","726581779"
"1141","4776","1","LGLS"," 142B","LAW AND PSYCHOLOGY","LEC","013081","726581779"
"1141","2066","1","WMGS"," 105B","FEM.THEORIES HSTRCL/PERS","LEC","009442","726581779"
"1141","2004","1","PSYC","  51A","STATISTICS","LEC","007600","726581779"
"1141","1972","1","NPSY"," 199A","HUMAN NEUROPSYCHOLOGY","LEC","006411","726581779"
"1143","10570","1","LGLS"," 130A","CONFLICT MANAGEMENT","LEC","005040","726581779"
"1143","5828","1","LGLS","  10A","INTRODUCTION TO LAW","LEC","005018","726581779"
"1143","4474","1","PE","  14A","YOGA","NCA","006439","726581779"
"1143","4084","1","PSYC","  52A","RSRCH METHODS & LAB IN PSYCHLG","LEC","007602","726581779"
"1151","8163","1","SOC"," 117A","SOCIOLOGY: WORK AND GENDER","LEC","007827","726581779"
"1151","4106","1","PSYC"," 169B","DISORDERS OF CHILDHOOD","LEC","007356","726581779"
"1151","3874","1","NPSY","  12A","PERCEPTION:HUMAN,ANIMAL&MACHIN","LEC","006398","726581779"
"1151","2906","1","PSYC","  36B","ADOLESCENCE/MATURITY","LEC","007572","726581779"
"1151","1420","1","PE","  14A","YOGA","NCA","006439","726581779"
"1063","5792","1","SPAN","  20B","CONTINUING SPANISH","LEC","008245","979168803"
"1063","5487","1W","USEM","  68B","THE ART OF LIVING","SEM","009239","979168803"
"1063","4341","8","MATH","  10A","TECHNIQUES-CALCULUS (A)","LEC","005186","979168803"
"1063","3648","1","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","979168803"
"1063","3646","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","979168803"
"1071","3047","4","SPAN","  32A","INTER.SPANISH:CONVERSTN","LEC","008248","979168803"
"1071","1664","1","PE","  10A","BASKETBALL","NCA","006430","979168803"
"1071","1189","2","CHEM","  18B","GENERAL CHEMISTRY LAB II","LAB","001099","979168803"
"1071","1186","1","CHEM","  11B","GENERAL CHEMISTRY","LEC","001068","979168803"
"1073","6340","1","FA"," 103A","INTERMEDIATE DRAWING I","STD","002676","979168803"
"1073","4173","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","979168803"
"1073","4172","1","PHYS","  10A","INTRO PHYSICAL LAWS & PHENOM I","LEC","006760","979168803"
"1073","3322","2","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","979168803"
"1073","3320","4","BIOL","  18B","GENERAL BIOLOGY LAB","LAB","000853","979168803"
"1081","1567","1","PHYS","  18B","INTRODUCTORY LAB II","LAB","006799","979168803"
"1081","1566","1","PHYS","  10B","INTRO PHYSICAL LAWS &PHENOM II","LEC","006762","979168803"
