"Term","Class Nbr","Section","Subject","Catalog","Descr","Component","Course ID","Survey ID"
"0933","3591","1","HUM1","  34A","MIRROR OF PRINCES I","LEC","004289","238183931"
"0933","4169","4","SPAN","  11A","ELEMENTARY SPANISH I","LEC","008180","238183931"
"0933","3968","1","PHSC","   2B","INTRODUCTORY ASTRONOMY","LEC","006729","238183931"
"0933","3692","7","MATH","  10A","TECHNIQUES-CALCULUS (A)","LEC","005186","238183931"
"0933","3487","21","FWS","   1A","FRESHMAN WRITING SEMINAR","SEM","003043","238183931"
"0941","2297","1","1CAS","    OOOO","SPECIAL COURSE LOAD","NCA","009845","238183931"
"0941","1312","1","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","238183931"
"0941","1010","1","AAAS","  80A","ECONOMY & SOCIETY-AFRICA","LEC","000076","238183931"
"0943","3368","1","ENG","  27A","BLACK LIT: 1920-PRESENT","LEC","002443","238183931"
"0951","2146","1","SOC"," 120A","SOCIOLOGY OF UNDERDEVEL.","LEC","007834","238183931"
"0951","2128","1","SOC","   2A","INTR-SOCIOLOGICAL THEORY","LEC","008070","238183931"
"0951","1594","1","HSSW"," 316A","VIOLENCE-EVERYDAY LIFE","LEC","003853","238183931"
"0971","2203","1","SOC"," 130A","FAMILIES","LEC","007858","238183931"
"0971","2199","1","SOC"," 104A","SOCIOLOGY OF EDUCATION","LEC","007795","238183931"
"0972","2099","1","SOC"," 189A","SOC. OF BODY AND HEALTH","LEC","007949","238183931"
"0972","2028","1","ENG"," 129A","WRITING WORKSHOP","LEC","002178","238183931"
"0972","2021","1","COSI","   2A","INTRO TO COMPUTERS","LEC","001737","238183931"
"1031","2308","2","SPAN","  10A","BEGINNING SPANISH","LEC","008175","238183931"
"1051","3240","1","FA","  24B","20TH C/CONTMP LAT AM ART","LEC","002806","238183931"
"1051","2267","1","POL"," 115B","SEM: CONSTIT. LAW/THEORY","SEM","006975","238183931"
"1053","3579","4","SPAN","  20B","CONTINUING SPANISH","LEC","008245","238183931"
"1053","3528","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","238183931"
"1053","3445","2","PE","  11A","NAUTILUS/FREE WEIGHTS","NCA","006431","238183931"
"1053","3014","1","AMST"," 196D","FILM WRKSP:RECORDING AM.","SEM","000253","238183931"
"1061","4393","5","SPAN","  32A","INTER.SPANISH:CONVERSTN","LEC","008248","238183931"
"1061","4073","1","SOC"," 107A","APARTHEID/SOCIAL MOVEMNT","LEC","007799","238183931"
"1061","1872","1","SOC"," 138A","SOCIOLOGY OF GENDER & RACE","SEM","007873","238183931"
"1061","1022","1","AMST"," 196D","FILM WRKSP:RECORDING AM.","SEM","000253","238183931"
"1063","6266","1","AAAS","  75B","HIP HOP CULTURE","LEC","011376","238183931"
"1063","5240","2","PE","   5A","FIRST AID AND CPR","NCA","006503","238183931"
"1111","4376","1","LGLS"," 133B","CRIMINAL LAW","SEM","005049","238183931"
"1031","2438","1","USEM","  38B","BEYOND REALITY","SEM","009167","796171537"
"1023","3299","8","COMP","   1A","COMPOSITION","LEC","001608","796171537"
"1023","3079","1","AMST"," 185B","CULTURE OF THE COLD WAR","LEC","000238","796171537"
"1031","2452","1","UWS","   4B","UNIVERSITY WRITING SEM.","SEM","009379","796171537"
"1031","1786","1","LGLS","  10A","INTRODUCTION TO LAW","LEC","005018","796171537"
"1031","1153","1","BIOL","  15B","BIO:ITS HUMAN IMPLICATNS","LEC","000834","796171537"
"1033","1925","1","MUS","   1A","INTRODUCTION TO MUSIC","LEC","005461","796171537"
"1033","1268","3","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","796171537"
"1033","1264","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","796171537"
"1033","1178","2","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","796171537"
"1033","1173","1","BIOL","  18B","GENERAL BIOLOGY LAB","LAB","000853","796171537"
"1041","2461","1","SOC"," 190B","CARING:HEALTH CARE SYSTM","LEC","007952","796171537"
"1041","1270","5","CHEM","  18B","GENERAL CHEMISTRY LAB II","LAB","001099","796171537"
"1041","1264","1","CHEM","  11B","GENERAL CHEMISTRY","LEC","001068","796171537"
"1041","1089","1","ANTH","   5A","HUMAN ORIGINS","LEC","000575","796171537"
"1043","4178","1","SOC"," 191A","HEALTH, COMMUNITY & SOC.","LEC","007956","796171537"
"1051","1397","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","796171537"
"1081","4144","1","HS"," 124A","DILEMMAS: LONG-TERM CARE","SEM","003748","796171537"
"1081","3157","1","SOC"," 176A","NATURE,NURTURE, PUB. POL","LEC","007928","796171537"
"1081","1914","4","BIOL","  22A","GENETICS & MOLECULAR BIO","LEC","000883","796171537"
"1081","1093","2","BIOL","  18A","GENERAL BIOLOGY LAB","LAB","000851","796171537"
"1083","6198","1","HISP","  10A","BEGINNING SPANISH","LEC","008175","796171537"
"1083","3913","1","HSSP","  89A","INTERNSHIP & ANALYSIS","SEM","011087","796171537"
"1083","3912","1","HS"," 104B","AMER. HEALTH CARE SYSTEM","LEC","003744","796171537"
"1083","3277","1","BIOL","  42A","HUMAN PHYSIOLOGY","LEC","000989","796171537"
"1083","3117","1","ANTH","   1A","INTRO-COMP ST. HUMAN SOC","LEC","000429","796171537"
"1091","4300","1","BISC","   6B","ENVIRONMENTAL HEALTH","LEC","001053","796171537"
"1091","4242","2","HISP","  20B","CONTINUING SPANISH","LEC","008245","796171537"
"1091","4180","1","NEJS"," 181B","FILM AND THE HOLOCAUST","LEC","005979","796171537"
"1091","1677","1","HSSP"," 110A","INTEGRAT. SEM. ON HEALTH","SEM","009567","796171537"
"1091","1334","1","HSSP"," 100B","INTRO:BIOSTATS/EPIDEMLGY","LEC","009570","796171537"
"1041","2319","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","407843364"
"1033","2582","+W","USEM","  87A","BE A MENSCH! WRITE!","SEM","009294","407843364"
"1033","1828","1","JOUR"," 103B","ADVERTISING & THE MEDIA","SEM","004762","407843364"
"1033","1588","1","FREN","  20B","CONTINUING FRENCH","LEC","003023","407843364"
"1041","1623","2","FREN","  34A","INTER.FRENCH: CULTURE","LEC","003027","407843364"
"1041","1398","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","407843364"
"1041","1083","1","AMST"," 134B","THE NEW MEDIA IN AMERICA","LEC","000185","407843364"
"1043","4058","1","PSYC","  13B","PERCEPTION","LEC","007318","407843364"
"1043","3728","5","MATH","  10A","TECHNIQUES-CALCULUS (A)","LEC","005186","407843364"
"1043","3438","2","FA","   3A","INTRO TO DRAWING I","STD","002811","407843364"
"1043","3228","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","407843364"
"1051","3203","2","BUS","  10A","CAPITALIST ENTERPRISE","LEC","001911","407843364"
"1051","2305","1","PSYC","  51A","STATISTICS","LEC","007600","407843364"
"1051","2131","1","NPSY","  22B","INTRO:COGNITIVE NEUROSCI","LEC","006414","407843364"
"1051","2130","1","NPSY","  11B","INTRO:BEHAVIORAL NEUROSC","LEC","006392","407843364"
"1053","3479","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","407843364"
"1053","3477","1","PHYS","  10A","PHYSICS-LIFE SCIENCES I","LEC","006760","407843364"
"1053","3269","1","HIST","  80A","INTRO TO EAST ASIAN CIV.","LEC","003704","407843364"
"1053","3044","1","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","407843364"
"1053","3041","2","BIOL","  18B","GENERAL BIOLOGY LAB","LAB","000853","407843364"
"1061","2071","1","BIOL"," 111A","DEVELOPMENTAL BIOLOGY","LEC","000791","407843364"
"1061","1739","1","PHYS","  18B","INTRODUCTORY LAB II","LAB","006799","407843364"
"1061","1737","1","PHYS","  10B","PHYSICS-LIFE SCIENCES II","LEC","006762","407843364"
"1061","1077","2","BIOL","  22A","GENETICS & MOLECULAR BIO","LEC","000883","407843364"
"1061","1074","3","BIOL","  18A","GENERAL BIOLOGY LAB","LAB","000851","407843364"
"1063","3659","3","CHEM","  29A","ORGANIC CHEMISTRY LAB I","LAB","001132","407843364"
"1063","3656","1","CHEM","  25A","ORGANIC CHEMISTRY, LECS.","LEC","001127","407843364"
"1071","4022","1","HIST"," 157A","AMERICAN LABOR HISTORY","SEM","003420","407843364"
"1071","3919","1","AMST"," 170A","IDEA OF CONSPIRACY-AMER.","LEC","000232","407843364"
"1071","2007","1","PSYC"," 195A","HISTORY OF PSYCHOLOGY","LEC","007371","407843364"
"1071","1772","1","PSYC","  34B","SOCIAL PSYCHOLOGY","LEC","007571","407843364"
"1071","1660","1","NPSY"," 199A","HUMAN NEUROPSYCHOLOGY","LEC","006411","407843364"
"1043","3978","1","PHYS","  11A","BASIC PHYSICS I","LEC","006769","148934898"
"1043","5642","1W","USEM","  73A","THINKING ABOUT INFINITY","SEM","009255","148934898"
"1043","4056","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","148934898"
"1043","3982","2","PHYS","  19A","PHYSICS LAB I","LAB","006801","148934898"
"1051","2303","1","PSYC","  34B","SOCIAL PSYCHOLOGY","LEC","007571","148934898"
"1051","2202","1","PHYS","  11B","BASIC PHYSICS II","LEC","006771","148934898"
"1051","2180","1","PHIL","  39B","PHILOSOPHY OF MIND","LEC","006671","148934898"
