"Term","Class Nbr","Section","Subject","Catalog","Descr","Component","Course ID","Survey ID"
"1023","3736","1","LING"," 100A","INTRO TO LINGUISTICS","LEC","005078","049656326"
"1023","4340","+W","USEM","   9A","WANDERING HERO:ANC. LIT.","SEM","009306","049656326"
"1023","4088","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","049656326"
"1023","3750","9","MATH","  10A","TECHNIQUES-CALCULUS (A)","LEC","005186","049656326"
"1023","3225","4","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","049656326"
"1023","3220","1","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","049656326"
"1031","2173","1","PSYC","  32A","ABNORMAL PSYCHOLOGY","LEC","007569","049656326"
"1031","2008","1","NPSY","  11B","INTRO: BEHAVIORAL NEURSC","LEC","006392","049656326"
"1031","1807","1","MATH","  10B","TECHNIQUES-CALCULUS (B)","LEC","005188","049656326"
"1031","1798","1","LING"," 120B","SYNTACTIC THEORY","LEC","005083","049656326"
"1031","1316","1","COSI","  11A","PROGRAMMING:JAVA AND C","LEC","001651","049656326"
"1043","3683","1","JAPN","  10A","BEGINNING JAPANESE","LEC","004608","049656326"
"1043","3337","1","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","049656326"
"1043","3149","3","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","049656326"
"1051","2132","1","NPSY"," 120B","MAN IN SPACE","LEC","006393","049656326"
"1051","1854","1","JAPN","  20B","CONTINUING JAPANESE","LEC","004615","049656326"
"1051","1399","2","ECON","   8B","THE GLOBAL ECONOMY","LEC","001960","049656326"
"1063","6334","1","LING","   8B","STRUCTURE OF ENG. LANG.","LEC","005115","049656326"
"1063","6262","1","LING"," 130A","SEMANTICS","LEC","005089","049656326"
"1063","5650","2","GER","  10A","BEGINNING GERMAN","LEC","003078","049656326"
"1063","4724","1","LING"," 125B","UNIVERSAL GRAMMAR","LEC","005085","049656326"
"1071","4700","1","LING"," 110A","PHONOLOGICAL THEORY","LEC","005079","049656326"
"1043","3240","1","CHEM","  29A","ORGANIC CHEMISTRY LAB I","LAB","001132","992990036"
"1043","5642","1W","USEM","  73A","THINKING ABOUT INFINITY","SEM","009255","992990036"
"1043","4057","2","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","992990036"
"1043","3949","2","PE","  26A","BALLROOM DANCE","NCA","006459","992990036"
"1043","3239","1","CHEM","  25A","ORGANIC CHEMISTRY, LECS.","LEC","001127","992990036"
"1051","3236","1","MUS","  19B","CREATVE PROCESS AM EXPER MUSIC","LEC","009816","992990036"
"1051","2303","1","PSYC","  34B","SOCIAL PSYCHOLOGY","LEC","007571","992990036"
"1051","2130","1","NPSY","  11B","INTRO:BEHAVIORAL NEUROSC","LEC","006392","992990036"
"1051","1277","1","CHEM","  29B","ORGANIC CHEMISTRY LAB II","LAB","001133","992990036"
"1051","1276","1","CHEM","  25B","ORGANIC CHEMISTRY, LECS.","LEC","001128","992990036"
"1053","5973","1","COSI","  11A","PROGRAMMING:JAVA AND C","LEC","001651","992990036"
"1053","3479","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","992990036"
"1053","3225","1","FILM"," 100A","INTRO: THE MOVING IMAGE","LEC","002927","992990036"
"1053","3045","2","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","992990036"
"1053","3041","2","BIOL","  18B","GENERAL BIOLOGY LAB","LAB","000853","992990036"
"1061","3818","1","ANTH","   1A","INTRO-COMP ST. HUMAN SOC","LEC","000429","992990036"
"1061","1739","1","PHYS","  18B","INTRODUCTORY LAB II","LAB","006799","992990036"
"1061","1737","1","PHYS","  10B","PHYSICS-LIFE SCIENCES II","LEC","006762","992990036"
"1061","1693","1","NPSY"," 199A","HUMAN NEUROPSYCHOLOGY","LEC","006411","992990036"
"1061","1074","3","BIOL","  18A","GENERAL BIOLOGY LAB","LAB","000851","992990036"
"1063","3548","1","NBIO"," 150A","AUTISM DEVELOPMENTAL DISORDERS","LEC","009771","992990036"
"1063","3542","1","NBIO"," 148B","CELLULAR NEUROSCIENCE","LEC","005630","992990036"
"1063","3541","1","NBIO"," 140B","PRINCIPLES: NEUROSCIENCE","LEC","005622","992990036"
